NO,게임명,제목/내용,이슈 판단,검수 - 피드백,label,text
5건 이상 발생 시 전달해주시면 됩니다.",issue,"제목: 연장ㅋㅋㅋㅋㅋㅋ 내용: 3분전에 연장 2시간 때리는게 맞냐?? 아무리 운영을 못 해도 뇌가 빠졌나 지금 민심에 ㅋㅋㅋ 보상 제대로 안 주면 인원 다 빠진다 무과로 징징거리는 거 아니고 과금 할 만큼 했다 영자야~ 제목: 얘네는 도대체 뭐하는 회사임? 내용: 첫 점검을 주간에 잡은것고 모자라 갑자기 임시점검 쳐하는데 2시간 연장까지한다고? 정신머리가있는건가 ㅋㅋㅋㅋ 이러고 점검 보상은 기존에 100 재화 추가 해서 줄게 뻔하다 뻔해 이샠기들 그냥 제목: 임시점검도 제대로 못끝내고 연장하네 내용: 대단하다 제목: 팩트는 자회도 뽑고 할거없어서 딱히 화가 안 난다는거임 내용: 연장은 화나는거랑 별개로 좀 맞자 제목: 연장이 뭐 당연한건가 내용: 점검 할 때마다 연장이고 제목: 점검 관련 한마디만 하고가겠습니다. 내용: 엊그제야 처음이니까 그런가보다 하는데 오늘은 또 무엇때문에 연장입니까? 점검 목록은 서버 안정화 딱 이글자만 들어가있고 점검은 다들 게임 시간 충분할 주말시간에 ㅠㅠ 참 너무 하시는거 아닌가요? 제목: 뭐하는거임? 내용: 지금 이걸 공지라고 쳐올린건가 앞뒤 다짤라먹고 ""아 문제 있어서 2시간 정도 늦을것 같아 2시간만 기다려라!""는 친구끼리도 선넘는건데 가레나나 파이어웍스랑 우리랑 친구임? 서비스 제공자와 서비스 이용자관계인데 ​ 정확하게 누가, 언제, 어디서, 어떻게, 무엇을, 왜? 6하원칙에 의거해서 서비스를 어떠한 이유로 못하고있고 문제가있다면 무엇때문에 늦어지고 지금 대략적으로 이러이렇게 수정하고있으니 기다려 달라가 선행되어야 ​ 유저도 배려를 할 수가 있는거지 ​ 일방적인 통보를 해놓고 유져들에게 왜 일방적 배려를 바라는거임? ​ 저번 한번은 그렇다치고 넘어갔지만 황금같은 주말에 이게 뭐하는 짓인지 유저랑 기싸움 하자는거임? 제목: 점검시갘 2시간연장 장난하냐 내용: ."
24,FM,"제목: 겜. 좆긋네 진짜 ㅡㅡ
내용: 뭐 할꺼도없는데 ㅡㅡ점검만하냐

섭정때려라 ...진심으로",O,"욕설이 포함된 불건전 게시글로, 이슈 판단 잘해주셨습니다.
게시글 삭제 진행해주시면 됩니다.",issue,제목: 겜. 좆긋네 진짜 ㅡㅡ 내용: 뭐 할꺼도없는데 ㅡㅡ점검만하냐 섭정때려라 ...진심으로
25,FM,"제목: 근데 진짜 커뮤 좆망했네
내용: 유입 들어오다가 나가겠다",O,"비속어가 포함된 게시글로, 이슈 판단 잘 해주셨습니다.
 삭제해주시면 됩니다.",issue,제목: 근데 진짜 커뮤 좆망했네 내용: 유입 들어오다가 나가겠다
26,FM,"제목: 대 가 리 숙이는 법을 모름?
내용: 서비스직종이 고객한테 대.가.리 수그릴줄 모른다?

빳빳하이 어깨뽕 가득차서

​우린 잘못한거 없고 해주고 싶지만 중국과의 형평성

때문에 해줄수 없어. 근데 죄송하진 않아.


서버 점검 내역도 밝히고 싶진 않아. 걍 시크릿한

우리만의 비밀로 할래
그래도 과금은 해줄거지?

직원은 단기계약직 많이 뽑고 있어.​

적당히. 1,2년 빨댜가 섭종할게 수고 ^^",O,"비속어가 포함된 게시글은 맞으나 비속어의 정도가 약한 편이고,
해당 게시글은 운영 실수로 인한 불만 게시글로 판단되어
일단 삭제하지 말고 텔레그램 이슈방에 물어보는 것이 좋습니다.",issue,"제목: 대 가 리 숙이는 법을 모름? 내용: 서비스직종이 고객한테 대.가.리 수그릴줄 모른다? 빳빳하이 어깨뽕 가득차서 ​우린 잘못한거 없고 해주고 싶지만 중국과의 형평성 때문에 해줄수 없어. 근데 죄송하진 않아. 서버 점검 내역도 밝히고 싶진 않아. 걍 시크릿한 우리만의 비밀로 할래 그래도 과금은 해줄거지? 직원은 단기계약직 많이 뽑고 있어.​ 적당히. 1,2년 빨댜가 섭종할게 수고 ^^"
27,FM,"제목: 초보자 미션
내용: 단계 8까지 깨면 40전화카드 주는 거였잖아요? 다깼는데 왜 보상 안들어와..? 미친 게임 진짜",O,"콘텐츠 진행 오류 현상에 해당하는 문의로, 
이슈 판단 잘해주셨습니다.
 1건 발생 시 텔레그램 이슈방 전달,
3건 이상 발생 시 유선 전달 입니다.",issue,제목: 초보자 미션 내용: 단계 8까지 깨면 40전화카드 주는 거였잖아요? 다깼는데 왜 보상 안들어와..? 미친 게임 진짜
28,FM,"제목: 게임 최적화
내용: 토요일 점검 끝나고부터 전투나 탐색 맵 돌아다닐때 간혈적으로 막 끊기는데 ㅈ ㅓ만 그런가영?",O,"콘텐츠 진행 오류 현상에 해당하는 문의로, 
이슈 판단 잘해주셨습니다.
 1건 발생 시 텔레그램 이슈방 전달,
3건 이상 발생 시 유선 전달 입니다.",issue,제목: 게임 최적화 내용: 토요일 점검 끝나고부터 전투나 탐색 맵 돌아다닐때 간혈적으로 막 끊기는데 ㅈ ㅓ만 그런가영?
29,FM,"제목: 게임이다 비슷비슷한가봐요?
내용: 소오콘 이후로 처음하는데 너무재미있게 하고있습니다. 신월동행.

그런데 스토리다밀고 깰꺼다깨니까 딱히할게 없네요?

그래서 또무슨게임있나~하고 찾아보니까

아직출시는 안했는데~ 사전예약겸 무슨게임인지 알아볼깢 하고 켜보니...아니???

​

어디서 많이 본것같은 상성표가???",O,"다른 게임도 FM과 비슷한 상성표가 있다는 것을 작성한 게시글로 타게임이 언급되긴 하였으나 
타 게임을 홍보하는 등의 내용이 아닌 요즘 게임들 UI가 비슷하다는 단순 언급이기에 삭제하지 말고 
텔레그렘 이슈방에 전달하여 삭제 유무를 물어보는 것이 좋습니다.",issue,제목: 게임이다 비슷비슷한가봐요? 내용: 소오콘 이후로 처음하는데 너무재미있게 하고있습니다. 신월동행. 그런데 스토리다밀고 깰꺼다깨니까 딱히할게 없네요? 그래서 또무슨게임있나~하고 찾아보니까 아직출시는 안했는데~ 사전예약겸 무슨게임인지 알아볼깢 하고 켜보니...아니??? ​ 어디서 많이 본것같은 상성표가???
30,FM,"제목: 게스트로그인왜안되나용??
내용: 게임해보려는데 게스트로그인안되네요;;",O,"접속 불가 현상에 해당하는 문의로, 이슈 판단 잘해주셨습니다.
 1건 발생 시 텔레그램 이슈방 전달 및 접속 테스트
3건 이상 발생 시 유선 전달 입니다.",issue,제목: 게스트로그인왜안되나용?? 내용: 게임해보려는데 게스트로그인안되네요;;
31,FM,"제목: 좀만 즐기다 배필로 갑니다
내용: 일정 존나 타이트 하네 재화도 빡빡하고 배필 6나 조난 조져야지 개 재밌던데",X,"비속어가 포함된 게시글은 맞으나 삭제 할 정도의 
비속어가 아니기에 삭제할 필요 없습니다.

그러나 타 게임에 대한 단순 언급이 아닌, 살짝은 홍보성으로 보일 여지가 있으므로 이슈방에 전달하여
확인받는것이 맞습니다",non_issue,제목: 좀만 즐기다 배필로 갑니다 내용: 일정 존나 타이트 하네 재화도 빡빡하고 배필 6나 조난 조져야지 개 재밌던데
32,FM,"제목: 이거 레벨업 5개 왜 안 됨?
내용: 4개밖에 안됐는데 뭐지

설마 중복나오면 날아가고 그런건가",O,"콘텐츠 불가 오류가 발생한 사항으로,
이슈 판단 잘 해주셨습니다.
1건 발생 시 즉시 전달
3건 이상 시 유선 전달 해주시면 됩니다.",issue,제목: 이거 레벨업 5개 왜 안 됨? 내용: 4개밖에 안됐는데 뭐지 설마 중복나오면 날아가고 그런건가
33,FM,"제목: 자동모드 문제점
내용: 용정 - 2스 전술 스킬을 안 씀 (방깎이라 중요한데) - 국경지대 칩셋 효과도 못 봄

가천 - 3스를 안 씀 (조건부 공증이라 중요한데)",O,"콘텐츠 불가 오류가 발생한 사항으로,
이슈 판단 잘 해주셨습니다.
1건 발생 시 즉시 전달
3건 이상 시 유선 전달 해주시면 됩니다.",issue,제목: 자동모드 문제점 내용: 용정 - 2스 전술 스킬을 안 씀 (방깎이라 중요한데) - 국경지대 칩셋 효과도 못 봄 가천 - 3스를 안 씀 (조건부 공증이라 중요한데)
34,FM,"제목: 계정 갑자기 초기화 됬는데 GM님 제발 봐주세요 제발
내용: 아침까지만 해도 접속 잘되던게 갑자기 지금 들어가보니 계정이 초기화되어있네? 뭐냐 이거 진심 ㅈㄴ 어이없고 
석나가네 아 고객센터 문의하려고 해도 UI인가 뭔가 번호도 모르고 

개열받는다 GM님 제발 이 글좀 봐주세요 정신 나갈거 같아요

아 여태 게임하면서 이런적이 처음이라 정신을 못차리겠네

아니 환불이라도 해주던가 이게 진짜 뭐에요 

구글연동 해놓고 잘 사용하고있었습니다",O,"게임 데이터 손실 오류가 발생한 사항으로,
이슈 판단 잘 해주셨습니다.
1건 발생 시 즉시 전달
3건 이상 시 유선 전달 해주시면 됩니다.",issue,제목: 계정 갑자기 초기화 됬는데 GM님 제발 봐주세요 제발 내용: 아침까지만 해도 접속 잘되던게 갑자기 지금 들어가보니 계정이 초기화되어있네? 뭐냐 이거 진심 ㅈㄴ 어이없고 석나가네 아 고객센터 문의하려고 해도 UI인가 뭔가 번호도 모르고 개열받는다 GM님 제발 이 글좀 봐주세요 정신 나갈거 같아요 아 여태 게임하면서 이런적이 처음이라 정신을 못차리겠네 아니 환불이라도 해주던가 이게 진짜 뭐에요 구글연동 해놓고 잘 사용하고있었습니다
35,FM,"제목: 공허미궁 블록스타일문 타일 어케 구해요?
내용: 제곧내... 

다돌아다니면서 미션깨고 공략봣는데도 저는 타일 안나오던데 버그인가요?ㅠㅠ",O,"콘텐츠 불가 오류가 발생한 사항으로,
이슈 판단 잘 해주셨습니다.
1건 발생 시 즉시 전달
3건 이상 시 유선 전달 해주시면 됩니다.",issue,제목: 공허미궁 블록스타일문 타일 어케 구해요? 내용: 제곧내... 다돌아다니면서 미션깨고 공략봣는데도 저는 타일 안나오던데 버그인가요?ㅠㅠ
36,FM,"제목: 리세 타이밍 늦었나요?
내용: 오늘 시작하려는네 자회 픽업도 사라지고

쇄은자도 픽뚫도 못하던데..

늦었나요?",X,"해당 게시글은 픽업 이벤트가 끝난 시점에서
게임을 시작하는게 늦었는지 질문하는 내용 입니다.

따라서 콘텐츠 오류가 아니기때문에 전달할 필요 없습니다.",non_issue,제목: 리세 타이밍 늦었나요? 내용: 오늘 시작하려는네 자회 픽업도 사라지고 쇄은자도 픽뚫도 못하던데.. 늦었나요?
37,FM,"제목: 혹시 여기도 이벤트 한정 아이템 같은거 있나요?
내용: 어제 이벤트 밀다가 깜빡 잠들어버려서 다 진행 못해버렸어요...",X,"해당 게시글은 잠들어서 이벤트를 진행하지 못했는데
이벤트로만 얻을 수 있는 한정 아이템이 존재하는지
질문하는 내용입니다.

따라서 콘텐츠 오류가 아니기때문에 전달할 필요 없습니다.",non_issue,제목: 혹시 여기도 이벤트 한정 아이템 같은거 있나요? 내용: 어제 이벤트 밀다가 깜빡 잠들어버려서 다 진행 못해버렸어요...
38,FM,"제목: 구글 로그인이 안돼요..ㅜㅠ
내용: 신월동행 오픈 때부터 계속 플레이한 유저인데 오전에는 접속 잘 되었는데 2시간 전쯤에 접속하려고 앱 들어갔는데 
로그아웃 되어 있고, 
로그인 시도하면 이렇게 로딩이 5분 정도 이상 걸려서 로딩 계속 기다려도 안되네요..ㅜㅠ

​게임 재설치, 탭 전원 껐다 켜기, 리소스 전부 삭제 후 시작, 데이터&캐시 전부 삭제 후 시작 이렇게 다 해도 안되는데 도와주세요..

​기종은 갤탭S7FE입니다.",O,"접속 불가 현상에 해당하는 문의로
이슈 판단 잘해주셨습니다.
 1건 발생 시 텔레그램 이슈방 전달 및 접속 테스트
3건 이상 발생 시 유선 전달 입니다.",issue,"제목: 구글 로그인이 안돼요..ㅜㅠ 내용: 신월동행 오픈 때부터 계속 플레이한 유저인데 오전에는 접속 잘 되었는데 2시간 전쯤에 접속하려고 앱 들어갔는데 로그아웃 되어 있고, 로그인 시도하면 이렇게 로딩이 5분 정도 이상 걸려서 로딩 계속 기다려도 안되네요..ㅜㅠ ​게임 재설치, 탭 전원 껐다 켜기, 리소스 전부 삭제 후 시작, 데이터&캐시 전부 삭제 후 시작 이렇게 다 해도 안되는데 도와주세요.. ​기종은 갤탭S7FE입니다."
39,FM,"제목: 칩셋 강화하는데 프리징 계속 걸립니다
내용: S25 울트라인데 좀 많이 심해요",O,"게임 진행이 불가할 정도의 프리징 현상이 발생한 사항으로,
이슈 판단 잘 해주셨습니다.
1건 발생 시 즉시 전달
3건 이상 시 유선 전달 해주시면 됩니다.",issue,제목: 칩셋 강화하는데 프리징 계속 걸립니다 내용: S25 울트라인데 좀 많이 심해요
40,FM,"제목: 햄버거 이벤트 쿠폰사용불가
내용: 이벤트 당첨 쿠폰 사용하려했는데 사용불가쿠폰 이라 뜬다고 하셔서 사용을 못했네요 ㅎㅎ

사용기한이 있는건지.. ",X,"커뮤니티에서 게임 운영자가 진행한 이벤트로, 콘텐츠 이용 불가 혹은 게임 내 이벤트
이용 불가 등 게임에 영향을 끼치는 이슈가 아니기에 전달하지 않아도 됩니다.",non_issue,제목: 햄버거 이벤트 쿠폰사용불가 내용: 이벤트 당첨 쿠폰 사용하려했는데 사용불가쿠폰 이라 뜬다고 하셔서 사용을 못했네요 ㅎㅎ 사용기한이 있는건지.. 
41,FM,"제목: 오동 꿈 순찰 오류
내용: 왜 오동 꿈 이벤트에서 초의랑 전투 할때마다 팅기나요?

그러고 보상도 못받고 이거 버그아닙니까?

미션도 못깨고 시간만 계속 날리네요..

어떻게 보상해주실건가요??

법원에 갈까요?

폰기종 아이폰13프로입니다",O,"콘텐츠 불가 오류가 발생한 사항으로,
이슈 판단 잘 해주셨습니다.
1건 발생 시 즉시 전달
3건 이상 시 유선 전달 해주시면 됩니다.",issue,제목: 오동 꿈 순찰 오류 내용: 왜 오동 꿈 이벤트에서 초의랑 전투 할때마다 팅기나요? 그러고 보상도 못받고 이거 버그아닙니까? 미션도 못깨고 시간만 계속 날리네요.. 어떻게 보상해주실건가요?? 법원에 갈까요? 폰기종 아이폰13프로입니다
42,FM,"제목: 계정이 있었는데 사라졌어요....
내용: 원래 있던 계정이 어제까지 있었은데 오늘 들어가보니 갑자기 사라져 있었습니다.  

그래서 지금 닉네임과 uid도 확인이 불가해요

마지막으로본 계정상태가 60중후반에 닉은 나누크 에요

혹시라도 관련 해결법 알고 있거나 비슷한 경험 있으면   도와줘요. 

금계 절경 뽑을려고 성옥20000개 모았는데.........",O,"게임 데이터 손실 오류가 발생한 사항으로,
이슈 판단 잘 해주셨습니다.
1건 발생 시 즉시 전달
3건 이상 시 유선 전달 해주시면 됩니다.",issue,제목: 계정이 있었는데 사라졌어요.... 내용: 원래 있던 계정이 어제까지 있었은데 오늘 들어가보니 갑자기 사라져 있었습니다. 그래서 지금 닉네임과 uid도 확인이 불가해요 마지막으로본 계정상태가 60중후반에 닉은 나누크 에요 혹시라도 관련 해결법 알고 있거나 비슷한 경험 있으면 도와줘요. 금계 절경 뽑을려고 성옥20000개 모았는데.........
43,FM,"제목: 업데이트 할때 고쳐주시면 감사하겠습니다
내용: 공지가 다 검은색으로 이렇게 보이네요",O,"콘텐츠 불가 오류가 발생한 사항으로,
이슈 판단 잘 해주셨습니다.
1건 발생 시 즉시 전달
3건 이상 시 유선 전달 해주시면 됩니다.",issue,제목: 업데이트 할때 고쳐주시면 감사하겠습니다 내용: 공지가 다 검은색으로 이렇게 보이네요
44,FM,"제목: 이벤트 재미없어서 접는 게임은 처음이네ㅋ
내용: 중국게임치고 고퀄게임이라 처음엔 기대도했는데. 

시간이 지날수록 에휴.. 말을 말자. 깔끔하게 접는다.

나랑 안맞으면 접어야지 뭐. 

다신 보지말자. 신월동행.",O,"특정 이슈에 대한 불만으로, 이슈 판단 잘 해주셨습니다.
5건 이상 발생 시 텔레그램 이슈방 전달 입니다.",issue,제목: 이벤트 재미없어서 접는 게임은 처음이네ㅋ 내용: 중국게임치고 고퀄게임이라 처음엔 기대도했는데. 시간이 지날수록 에휴.. 말을 말자. 깔끔하게 접는다. 나랑 안맞으면 접어야지 뭐. 다신 보지말자. 신월동행.
45,FM,"제목: 오동 순찰 이벤트할때
내용: 초의랑 싸움하러 들어가면 자꾸 게임이 꺼지는데 왜이러는간가요 다른 기기로 해도 똑같은데;;",O,"콘텐츠 불가 오류가 발생한 사항 및 게임 진행이 불가할 정도의 프리징 현상이 발생한 사항으로 볼 수 있습니다.
이슈 판단 잘 해주셨습니다.
1건 발생 시 즉시 전달
3건 이상 시 유선 전달 해주시면 됩니다.",issue,제목: 오동 순찰 이벤트할때 내용: 초의랑 싸움하러 들어가면 자꾸 게임이 꺼지는데 왜이러는간가요 다른 기기로 해도 똑같은데;;
46,FM,"제목: 자꾸 멈추는데 저만 그런건가요?
내용: 자꾸 멈춰서 강종만 세번했는데 저만 이런건지 궁금하네요",O,"게임 진행이 불가할 정도의 프리징 현상이 발생한 사항으로,
이슈 판단 잘 해주셨습니다.
1건 발생 시 즉시 전달
3건 이상 시 유선 전달 해주시면 됩니다.",issue,제목: 자꾸 멈추는데 저만 그런건가요? 내용: 자꾸 멈춰서 강종만 세번했는데 저만 이런건지 궁금하네요
47,FM,"제목: 3배속 음성 끊기는 문제
내용: 쇄은자 입장 시 '잡아 먹어야지~' 하잖아요.

근데 3배속 켜면 '~야지~~'만 출력되거든요?

​

이게 리트할때마다 살짝 거슬린달까..

기술적인 문제인걸까요

​

요즘 야래 노래도 너무 듣기싫고

내가 열정이 식은건가..

​

캐디는 진짜 이만한 겜 없는데ㅠ",O,"콘텐츠 불가 오류가 발생한 사항으로,
이슈 판단 잘 해주셨습니다.
1건 발생 시 즉시 전달
3건 이상 시 유선 전달 해주시면 됩니다.",issue,제목: 3배속 음성 끊기는 문제 내용: 쇄은자 입장 시 '잡아 먹어야지~' 하잖아요. 근데 3배속 켜면 '~야지~~'만 출력되거든요? ​ 이게 리트할때마다 살짝 거슬린달까.. 기술적인 문제인걸까요 ​ 요즘 야래 노래도 너무 듣기싫고 내가 열정이 식은건가.. ​ 캐디는 진짜 이만한 겜 없는데ㅠ
48,FM,"제목: 메인스토리 챕터5-3 보상 에러
내용: 오른쪽으로 가면 등을 보이고 앉아있는 특수요원에게 말을 걸면 보상을 주는데 클리어하고 나면 보상이 사라지고 커운터가 안되네요~

아니면 다른 곳에서 보상을 주는 것이 있나요~",O,"콘텐츠 불가 오류가 발생한 사항으로,
이슈 판단 잘 해주셨습니다.
1건 발생 시 즉시 전달
3건 이상 시 유선 전달 해주시면 됩니다.",issue,제목: 메인스토리 챕터5-3 보상 에러 내용: 오른쪽으로 가면 등을 보이고 앉아있는 특수요원에게 말을 걸면 보상을 주는데 클리어하고 나면 보상이 사라지고 커운터가 안되네요~ 아니면 다른 곳에서 보상을 주는 것이 있나요~
49,FM,"제목: 설문조사 일본어로 나와요...
내용: 오늘 한글날인데... 읭?

제목: ? 우리들 언제부터 일본사람이 였음?
내용: 일본어로 설문조사 나오는데 나만 그런것도 아닌거 같은디 뭐냐

키야 역시 킹왕짱 신월동행 보상을 주기 위해 소소한 사고를 치고 보상을 주는건가

다 계획이 있구나 :>>> ",O,"콘텐츠 불가 오류가 발생한 사항으로,
이슈 판단 잘 해주셨습니다.
1건 발생 시 즉시 전달
3건 이상 시 유선 전달 해주시면 됩니다.",issue,제목: 설문조사 일본어로 나와요... 내용: 오늘 한글날인데... 읭? 제목: ? 우리들 언제부터 일본사람이 였음? 내용: 일본어로 설문조사 나오는데 나만 그런것도 아닌거 같은디 뭐냐 키야 역시 킹왕짱 신월동행 보상을 주기 위해 소소한 사고를 치고 보상을 주는건가 다 계획이 있구나 :>>> 
50,FM,"제목: 저만 알림 푸시 안오나요?
내용: 현실지수가 다 차거나 요번 쿠폰처럼 그런 알림들이 하나도 안오네요 ",O,"콘텐츠 불가 오류가 발생한 사항으로,
이슈 판단 잘 해주셨습니다.
1건 발생 시 즉시 전달
3건 이상 시 유선 전달 해주시면 됩니다.",issue,제목: 저만 알림 푸시 안오나요? 내용: 현실지수가 다 차거나 요번 쿠폰처럼 그런 알림들이 하나도 안오네요 
51,FM,"제목:이거 왜 안 깨지나요ㅠㅠㅠ
내용: 칩셉 강화 전부 햇고 카라스 체력도 1인데ㅜㅠ

계속 방어막 떠서 1체력에서 계속 버티는데 버그인가요? ㅠㅠㅠ 도전횟수 2번 남았는데 2번 다 하면 다시 처음부터 해야 하나요? ",O,"콘텐츠 불가 오류가 발생한 사항으로,
이슈 판단 잘 해주셨습니다.
1건 발생 시 즉시 전달
3건 이상 시 유선 전달 해주시면 됩니다.",issue,제목:이거 왜 안 깨지나요ㅠㅠㅠ 내용: 칩셉 강화 전부 햇고 카라스 체력도 1인데ㅜㅠ 계속 방어막 떠서 1체력에서 계속 버티는데 버그인가요? ㅠㅠㅠ 도전횟수 2번 남았는데 2번 다 하면 다시 처음부터 해야 하나요? 
52,FM,"제목: 할로윈 쿠폰 코드
내용: 되시는 분 계세요?? 저만 안 되는 건가요ㅠ.ㅠ

제목: 이거 뭐죠ㅋㅋㅋㅋㅋㅋㅋ
내용: 존재하지 않는 쿠폰코드..",O,"콘텐츠 불가 오류가 발생한 사항으로,
이슈 판단 잘 해주셨습니다.
1건 발생 시 즉시 전달
3건 이상 시 유선 전달 해주시면 됩니다.",issue,제목: 할로윈 쿠폰 코드 내용: 되시는 분 계세요?? 저만 안 되는 건가요ㅠ.ㅠ 제목: 이거 뭐죠ㅋㅋㅋㅋㅋㅋㅋ 내용: 존재하지 않는 쿠폰코드..
53,FM,"제목: 이벤트 너무 귀찮은 것
내용: 이벤트 1일 남았을 때 풀로 땡겨야지 

이벤트가 여러개 겹치니까 숙제가 된 느낌 

제목: 이번 바빌론 왈츠 이벤트 이거 무슨 생각으로 만든걸까요?
내용: 결말 2개 봤는데

이거 더는 못하겠다",O,"특정 이슈에 대한 불만으로, 이슈 판단 잘 해주셨습니다.
5건 이상 발생 시 텔레그램 이슈방 전달 입니다.",issue,제목: 이벤트 너무 귀찮은 것 내용: 이벤트 1일 남았을 때 풀로 땡겨야지 이벤트가 여러개 겹치니까 숙제가 된 느낌 제목: 이번 바빌론 왈츠 이벤트 이거 무슨 생각으로 만든걸까요? 내용: 결말 2개 봤는데 이거 더는 못하겠다
54,FM,"제목: 위험재현 점수가 안나옵니다
내용 : 전반은 머피 금계 절경(1돌) 월백(1돌)

후반 천성(풀돌) 조안(풀돌) 자회(1돌) 정천으로 하는데 정천 대신 부지춘(1돌)도 있음

​

근데 점수가 많이 안벌리는 이유가 뭘까요 칩셋도 어느정도 맞춰다고 생각하는데 뭐가 문제인지 모르겠어요..",X,"해당 게시글은 작성자의 인게임 스펙이 약해
점수가 낮게 나와서 어떻게 해야 점수를 높게 얻을 수 있는지
질문하는 내용입니다.

따라서 콘텐츠 오류가 아니기때문에 전달할 필요 없습니다.",non_issue,제목: 위험재현 점수가 안나옵니다 내용 : 전반은 머피 금계 절경(1돌) 월백(1돌) 후반 천성(풀돌) 조안(풀돌) 자회(1돌) 정천으로 하는데 정천 대신 부지춘(1돌)도 있음 ​ 근데 점수가 많이 안벌리는 이유가 뭘까요 칩셋도 어느정도 맞춰다고 생각하는데 뭐가 문제인지 모르겠어요..
